  N  P   K  Soil_pH  Soil_Moisture  Organic_Carbon  Temperature  Humidity  Rainfall  Sunlight_Hours  Wind_Speed Crop_Type  Crop_Yield_ton_per_hectare
 83 74  43     6.93          32.88            1.08        17.74     31.67   2630.38            8.38       10.36     Maize                        8.97
144 97 115     7.28          32.87            0.77        17.67     83.82   1043.31            6.29       17.90 Sugarcane                       74.84
168 63  26     7.81          51.76            0.36        17.80     42.81   1516.74            6.75       12.23     Wheat                        9.71
117 79  91     6.95          60.97            1.12        17.99     48.90   1306.48           10.44       14.50      Rice                        9.39
 78 52 146     4.87          33.60            1.32        18.47     34.42   1196.43            7.02        7.86     Wheat                        7.51
178 97  57     5.21          49.41            1.33        35.54     84.90   2529.60            5.69        2.27      Rice                       10.48
144 66 140     5.35          46.75            0.93        11.17     61.57   2111.01            6.41       16.98     Maize                       11.43
 92 15 108     5.52          36.10            0.48        39.67     35.40   2661.15            7.71        6.60     Wheat                        8.24
133 54  47     7.52          18.29            0.38        18.45     53.85    480.19            5.10        3.57 Sugarcane                       71.28
112 95 111     5.85          38.67            0.37        10.84     52.87   2368.15            4.36        3.64    Potato                       26.07
132 35  73     5.86          32.71            0.62        15.25     33.05   1120.10            6.83        3.31    Cotton                        7.04
 46 29 135     7.37          42.51            0.48        38.26     50.86   1777.40           10.27        8.30     Maize                       10.09
 35 64 135     6.20          21.27            0.52        39.93     47.57   2059.06           10.49       15.62    Potato                       23.03
176 62 139     5.02          51.21            1.21        17.40     85.17    653.89            9.83        3.50    Potato                       24.88
 57 46  60     6.79          54.39            0.53        16.76     78.41   2171.18            5.19       13.84    Cotton                        6.19
 67 63  56     5.24          34.42            1.20        35.08     39.61   1151.75            4.34        2.23 Sugarcane                       74.23
148 82 144     6.74          23.76            0.76        37.43     85.89    996.38            7.70        3.05      Rice                        7.95
 66 59  95     7.45          46.18            1.31        29.51     74.59   1478.85            8.74        2.98      Rice                        7.98
144 46  56     7.96          62.79            0.51        38.07     59.45   2257.35            8.59        9.78     Maize                       13.54
 97 18 120     5.03          50.03            0.33        38.50     55.96   1322.57            5.89       15.95    Potato                       24.86
 72 79  50     5.83          21.17            0.42        32.79     85.61   1663.04            6.37       13.65 Sugarcane                       74.60
 87 85 109     7.02          34.86            1.56        20.46     48.33    896.22           10.77       15.69     Maize                        8.76
 42 87  25     5.87          60.77            1.00        14.48     52.24   1094.74            6.99       15.69    Potato                       24.66
 81 79 114     6.33          46.72            1.09        25.53     71.47   2653.62            8.54        2.94      Rice                       10.53
 87 94 138     4.87          22.36            1.56        18.69     75.56   2597.52            7.50       10.37    Potato                       28.08
 61 32 129     7.16          51.23            1.31        13.56     49.63   2518.99            9.98       14.41    Potato                       27.54
134 68 139     7.80          32.68            0.45        21.82     85.32   1271.19            9.86       17.14 Sugarcane                       74.09
112 61 149     8.12          39.48            0.85        24.39     45.37    373.37            8.54       12.63     Wheat                        6.98
128 20 142     7.62          35.75            1.37        29.86     50.85   2597.62           10.52       15.56    Cotton                        6.85
133 80  48     4.91          51.28            1.16        16.63     41.79   1301.88            5.45        7.32     Maize                       11.03
 57 23 129     7.02          25.90            0.58        36.05     62.23   2308.93            7.76       13.00    Cotton                        8.92
158 82 140     6.49          34.42            1.35        15.56     89.96   1589.19            5.64        7.30     Wheat                       11.09
 77 37  88     7.99          52.23            1.03        39.92     73.08   2533.48            4.72        4.31      Rice                        8.07
 69 57  26     7.87          50.24            1.32        26.71     58.28    592.34            9.40        2.11 Sugarcane                       72.41
126 65 147     8.16          25.09            1.11        14.41     88.98   2374.43            8.29       16.04     Wheat                        6.51
143 86  75     7.73          32.53            0.90        35.03     32.95   2468.52            4.73        2.10    Cotton                        7.30
161 39 146     6.66          15.72            1.25        17.61     47.15   1025.19           10.92       17.99    Potato                       24.35
166 94  96     7.23          41.51            1.43        15.65     80.29   1863.10            4.59        9.68     Wheat                        8.80
140 49  81     8.08          29.05            0.91        14.04     61.46    437.55            8.81        9.57      Rice                        5.74
173 31  93     6.77          15.59            0.34        26.53     30.28   1083.53            8.23        2.25     Wheat                        9.55
105 32  34     7.66          36.24            1.07        36.38     57.41   1231.58            6.90        2.27     Wheat                        9.01
 60 41  72     8.00          61.34            0.42        36.91     31.31    537.14           10.03       13.21     Maize                        7.31
148 29 139     6.74          61.17            0.72        33.57     64.41   1383.33            6.45        8.53 Sugarcane                       77.58
171 95  54     5.34          33.61            1.01        27.44     67.96   1919.84            9.76        4.02 Sugarcane                       76.68
 54 83  33     5.33          37.46            0.75        25.90     42.08   1923.03            8.15        4.44     Maize                       11.26
 63 94 112     5.19          27.13            0.67        21.21     89.19   1474.88            6.75        4.94 Sugarcane                       74.73
 96 29 141     6.42          18.42            0.33        11.32     80.03    608.57            6.41       14.78      Rice                        5.91
147 56  37     6.43          49.70            0.65        35.10     57.83    496.91            5.83       11.40    Cotton                        4.75
102 48 148     6.90          55.00            0.80        39.98     48.57   2356.14            4.12        2.23    Cotton                        8.93
 55 62 144     6.44          59.01            0.68        37.63     30.74   1698.93            8.35       12.74     Wheat                       10.13
177 97  46     8.11          61.76            1.12        37.99     71.60   2174.74            7.18        9.84    Potato                       26.41
133 22  83     5.79          60.80            1.17        20.00     45.77    382.59            6.36       10.86 Sugarcane                       73.78
 39 24  79     7.77          16.37            1.31        12.98     53.68   1403.75            5.23        6.14     Maize                        9.03
 96 19  33     5.14          63.90            0.54        36.15     55.72   2559.47            4.01        1.30    Cotton                       10.47
 34 62 135     6.85          33.98            1.10        32.91     81.23   2070.19            8.73        9.65    Cotton                        9.43
 56 40 111     7.00          59.31            0.86        21.71     81.08   2215.87           10.02       11.12 Sugarcane                       74.38
142 37 104     7.43          37.04            0.72        35.01     76.57   1477.72            6.46       11.97     Wheat                        8.60
 44 76 106     6.51          36.11            0.93        14.16     76.01   2162.56            7.79        8.52      Rice                       10.94
134 27 139     5.47          15.56            0.93        29.53     59.68   1980.41            8.19       10.53     Maize                        9.70
 73 23 103     6.05          17.62            1.13        38.60     77.47    634.27            5.73       10.25      Rice                        8.80
 55 34  43     5.73          48.56            1.03        37.31     81.49    527.83            7.42        7.28      Rice                        7.39
124 71 138     6.22          61.88            1.12        32.83     59.91    741.41            8.66       14.73    Cotton                        8.02
113 38 108     6.60          26.22            1.57        18.00     84.02    498.82           10.13        8.36      Rice                        8.24
169 47  56     6.93          19.70            1.35        13.08     89.42   1744.90            9.65        5.03    Potato                       25.51
161 34 105     7.67          25.69            0.68        19.74     40.52   2713.06           10.09        1.15    Potato                       25.37
116 74 146     7.89          25.62            0.99        28.52     88.74   2233.79           10.98        5.88    Potato                       26.08
141 62  34     6.37          29.66            0.60        19.50     44.74   2163.15            5.84        2.76     Maize                       10.29
158 78  31     5.10          19.74            0.97        22.39     86.04   2375.19            9.09        9.52    Cotton                        8.24
118 44 114     7.51          26.78            1.23        22.11     81.07   2552.98            7.93        7.48     Maize                        9.27
 95 87  50     6.42          61.06            0.39        20.07     84.96   1060.00            8.10        5.27     Wheat                        8.13
160 31 113     6.66          59.51            0.48        37.70     57.66    525.50            6.03        3.20      Rice                        9.03
151 28 103     6.83          30.82            0.31        19.60     39.06   2178.37            9.94       14.70    Cotton                        8.29
178 33  91     7.07          64.84            0.79        39.81     43.36   1367.09            9.52       17.74    Potato                       26.25
113 85  63     7.83          29.92            1.30        16.28     48.28   2663.44            9.75       15.65    Cotton                        9.72
145 73  49     8.04          51.09            0.88        36.18     44.98   2633.65           10.98       14.38    Potato                       25.15
145 81  54     8.00          47.20            1.04        31.97     88.04   2735.22            6.16       10.03     Maize                        9.41
 67 58  40     7.55          18.23            1.07        30.06     39.36   2237.11           10.82       15.20    Cotton                        7.56
172 46 130     7.82          32.11            0.42        23.36     71.15   1832.17            5.47       10.08 Sugarcane                       76.58
139 25  82     4.97          62.57            0.53        34.50     60.70   2217.37            4.63        6.47     Maize                       12.77
 75 16 111     7.69          17.54            1.49        24.77     32.05    988.11            4.07        4.84     Maize                        8.48
 54 82  31     5.05          23.74            0.90        14.07     42.70    305.50            5.64        4.67     Wheat                        6.12
 50 31 111     7.34          63.55            0.84        18.41     86.01   1452.49            6.19        8.75 Sugarcane                       74.95
150 95  79     5.38          16.99            1.28        15.47     79.01   1899.24            6.16       11.85      Rice                        6.67
151 54  86     6.02          37.33            0.36        27.09     65.16   2397.31           10.51        3.58     Wheat                        8.32
162 60 134     5.43          60.92            1.39        29.66     34.60    426.95            6.19        1.21      Rice                       11.64
 99 18  34     6.31          62.18            1.17        20.08     38.31    414.34            8.61        1.39     Wheat                        9.23
142 52  35     6.20          63.97            0.49        11.19     73.84   2641.79           10.90        6.24      Rice                       10.78
136 77  41     4.96          39.07            0.38        29.76     75.42    803.25            6.06       13.25 Sugarcane                       73.67
141 43 137     7.62          19.32            0.30        11.86     87.49   2020.68           10.83        1.06    Potato                       25.07
137 33 132     7.70          53.64            0.68        38.97     42.34    667.28            9.34        8.94    Cotton                        6.80
 76 43 114     7.48          50.45            0.72        36.62     68.94   2552.90            9.69        6.06      Rice                       10.80
120 49  20     7.68          43.98            0.53        34.93     55.85   2170.07            7.98       16.54     Maize                        9.00
 47 84  94     7.35          59.41            0.67        21.03     36.83    436.15            9.44       17.30     Maize                        7.23
178 37  25     7.99          60.58            1.03        32.35     50.17    980.51            8.27        7.78      Rice                       10.74
133 60 106     6.76          49.16            0.45        11.38     52.05   2724.51            7.39       17.61      Rice                       11.33
 69 58  81     6.78          20.60            0.56        12.69     57.21   2415.58            9.98       17.51    Cotton                        6.72
167 62  77     7.72          19.78            1.03        24.84     47.58    419.15            9.75       10.79 Sugarcane                       71.37
118 66 127     5.99          35.43            1.22        27.60     63.16   1068.26            6.77        7.55     Maize                       10.88
 90 22  38     4.97          29.64            1.51        33.01     66.39   1122.31            4.29        2.80    Potato                       24.24
 34 69 128     7.35          21.65            0.96        18.93     54.77   1499.31           10.48       10.41 Sugarcane                       71.87
151 80 142     5.67          45.56            0.45        26.28     52.40    989.77            9.48       15.19     Maize                       11.31
 84 91 119     6.41          49.18            1.07        11.88     69.33   2373.45           10.00        7.73      Rice                       11.37
 66 54  28     5.62          49.90            1.59        24.13     33.25   1477.05            4.17        9.59    Potato                       24.53
 85 99  68     7.61          23.76            1.45        30.14     81.98    331.38           10.12        7.77    Cotton                        6.43
131 45  50     8.06          30.29            1.31        39.69     88.48   1273.80            7.28       12.96    Cotton                        9.08
122 62  78     4.99          24.95            1.25        33.04     33.32   1782.42           10.37       10.36     Wheat                        8.53
102 75 149     5.59          45.07            1.28        39.86     72.55   1948.13            8.84        9.74    Potato                       26.46
 88 66  64     5.44          43.35            0.42        24.94     45.13    540.86            6.98        4.70    Potato                       24.67
 31 52 115     7.09          40.17            0.98        22.99     55.80   1543.26            4.87       11.08 Sugarcane                       74.87
133 50  62     6.26          29.80            1.20        35.03     46.24   1375.93            7.90        9.41      Rice                       10.72
 80 69 117     6.35          26.85            0.39        23.87     42.85    739.94            8.96       12.94 Sugarcane                       74.65
 59 99  20     5.33          59.52            1.49        32.68     56.46    750.55           10.33       11.75     Wheat                        8.41
 40 27 110     6.21          17.44            0.47        39.84     52.30   2732.62           10.20        6.00      Rice                        7.88
137 51  63     5.83          47.82            0.41        31.74     55.55   1333.79            5.81       11.71    Potato                       25.99
105 61  52     6.88          15.98            0.46        10.43     78.49   1900.72            4.53       13.99     Wheat                        6.41
119 85  49     5.54          24.69            0.85        15.41     88.72    815.54            7.29       12.07     Maize                        9.88
152 36  75     6.89          29.47            1.01        18.29     38.60   2691.18            5.94        9.49 Sugarcane                       78.60
154 53 124     6.08          59.32            0.42        34.66     74.65   2666.93            6.22       12.24     Wheat                       10.11
151 72  50     5.98          21.89            1.32        37.96     62.95   2283.75            8.67        9.04    Potato                       24.45
123 44 108     5.84          61.89            0.56        29.49     52.38   1390.40            9.23        6.77     Maize                       11.42
132 32  20     7.09          55.77            1.03        12.64     69.63   1338.01            9.13       11.57     Wheat                        7.61
 60 32 129     6.71          48.95            0.94        24.99     82.89   2524.49            9.72        1.32 Sugarcane                       76.10
 81 88 101     7.70          35.59            1.48        35.77     68.49   2471.78            4.30        2.58 Sugarcane                       76.06
118 53  38     5.62          60.26            1.46        20.87     72.22   2611.46           10.76        4.11     Wheat                       11.07
105 40 134     4.94          41.40            0.61        11.96     38.89    982.98            6.37       17.64    Potato                       25.79
158 85 145     5.42          33.56            1.00        33.39     72.78   1955.41            6.57        5.87    Cotton                        9.66
 51 21  83     5.97          44.28            1.58        29.71     89.17   1979.39            8.42        9.50    Potato                       24.72
 69 83  72     5.41          26.61            0.73        24.01     87.58   1200.01            5.58       10.69 Sugarcane                       75.31
130 79  25     5.08          28.64            0.40        35.49     54.55    536.38            8.74        1.22     Maize                        5.70
140 60  36     6.31          60.97            1.23        35.49     82.94    560.97            5.84        2.30     Wheat                       10.52
158 32  65     7.10          54.70            0.95        31.03     65.48   2407.24            8.91        3.65     Maize                       10.37
 94 27 137     7.36          40.68            1.52        38.27     37.10   1154.35            9.72        4.70     Maize                       11.07
178 39  92     6.16          35.83            1.05        23.62     88.69   2525.98           10.30        2.24     Maize                       12.53
108 22 120     6.43          55.38            0.96        31.87     66.79   1015.71            6.86       12.06 Sugarcane                       74.87
 51 88 110     7.37          43.53            1.49        34.92     36.35    806.65            9.65        3.03     Wheat                        7.08
128 46  25     6.00          35.75            0.79        29.07     64.34   1282.18            7.26       16.22 Sugarcane                       72.36
 37 31 128     7.47          40.77            1.08        26.59     73.29   2109.95            5.72        9.55     Wheat                        8.46
 46 93  59     8.09          26.64            1.40        31.96     44.24   1850.47            9.12        4.18     Wheat                       10.34
 46 93 110     7.79          25.10            1.08        20.64     70.95    675.46            6.06        4.93     Maize                        8.75
119 62  85     6.34          64.45            0.69        20.99     87.96   2752.83            5.20       12.00    Cotton                       11.36
170 77  30     6.77          63.48            1.03        39.30     43.90   2746.04            4.85        2.92    Cotton                       10.36
174 54 135     7.24          36.04            0.86        13.57     59.45    979.74            6.78        1.76      Rice                        8.92
110 98  62     5.99          40.76            1.58        35.26     48.84   1625.21            9.22       14.59      Rice                        8.13
107 29  77     7.52          56.36            0.37        33.66     53.27    869.04            9.70        9.37 Sugarcane                       74.54
 35 20  57     6.29          51.29            1.30        11.62     80.23   2780.46            9.84       15.45    Cotton                        6.90
139 77 113     7.68          19.98            0.33        31.11     79.41   1170.76            7.00       17.16     Maize                        7.96
 43 22  55     5.67          33.73            1.09        12.82     30.50   2554.90            4.26        8.72      Rice                        8.89
101 46  25     4.84          27.51            0.86        16.32     37.32   1372.60            5.25        6.16 Sugarcane                       74.56
172 59  84     6.95          64.63            1.48        38.75     50.94   2090.54            5.37        7.29    Cotton                       10.38
 83 66 143     6.34          52.44            1.00        20.86     48.18   2563.52            7.53       16.18     Maize                       13.45
 56 93 136     5.00          17.39            1.38        11.70     35.62   1853.01           10.41       17.97     Maize                        9.46
 42 96  37     6.46          60.00            1.17        25.64     71.26    877.22            4.91        7.48    Potato                       25.79
 89 27 115     5.37          61.40            0.88        16.19     68.56   2293.92            4.24       17.40     Maize                        9.85
 35 38 147     6.94          31.66            0.74        22.79     44.89   2572.25            4.00        9.59    Cotton                        6.28
 87 54  55     6.31          47.10            0.45        13.05     51.70    522.79           10.30        1.62      Rice                       10.11
 78 28  89     5.38          49.10            0.32        12.88     59.28   1233.37            9.75        4.44    Cotton                        6.34
 55 89 114     6.20          51.48            0.30        25.12     32.72   2781.56           10.74        7.58      Rice                       10.77
 76 84  63     5.59          49.68            0.59        20.08     39.29   1929.68            8.90        7.02      Rice                        9.13
 34 76  63     7.02          42.99            1.03        14.66     68.81    735.42            8.27       14.82    Cotton                        5.77
 49 75  46     5.80          62.69            1.57        27.41     59.14   2407.67            4.86       14.39     Wheat                       11.81
163 15 119     7.59          40.62            1.22        11.87     66.03   1477.78            8.03        3.15    Cotton                        7.84
 88 80  71     4.85          20.55            0.39        32.58     88.40   2454.62            9.54        1.97      Rice                        8.37
175 46  44     6.17          19.02            1.14        11.54     75.33   2208.77           10.09       13.07 Sugarcane                       74.80
161 27  93     6.90          15.92            0.93        39.11     88.09   2105.23           10.09        8.24    Potato                       25.01
 46 47  58     4.88          36.40            1.13        32.07     65.46    975.58            6.12        3.92 Sugarcane                       73.02
 43 46 132     5.53          28.66            1.11        36.92     30.09   1696.11            5.33        2.47 Sugarcane                       75.20
 42 70  22     5.91          59.76            0.49        23.20     35.63   2438.22            5.04        4.64    Potato                       25.51
164 38 134     4.87          58.36            1.50        11.74     71.82   2435.58            8.51       17.29    Cotton                        9.02
157 18  41     6.66          56.89            1.02        16.88     48.30    726.38            4.49        2.48    Potato                       23.65
 73 37  23     6.94          58.36            1.21        39.13     54.83   1302.80           10.09       10.36      Rice                       10.36
148 43  33     5.57          29.88            0.80        28.57     70.53   1449.64            9.65        1.45     Wheat                       11.34
172 35  33     6.65          36.31            0.46        16.84     50.01   1502.19            4.05       16.36      Rice                        7.83
 48 44  35     8.20          30.59            1.20        24.48     82.42   1444.64            8.11        9.70    Cotton                        5.37
 92 34  83     7.82          19.30            1.53        19.52     53.25    539.88            8.43       16.94    Potato                       21.46
110 30  35     5.00          61.20            1.06        24.69     32.66   2558.80           10.34        6.52    Potato                       26.73
176 81  71     5.23          45.80            0.56        35.10     89.05   2253.65            7.74        7.89     Wheat                       10.66
177 63  38     6.48          21.63            1.11        16.68     59.38   1378.29            4.36       13.74    Cotton                        8.96
129 72  88     5.63          25.30            0.86        21.97     51.03   2678.27            8.78       17.01 Sugarcane                       75.11
151 58 112     5.08          37.54            0.82        23.38     83.95   1653.49            6.45        3.38     Wheat                        7.88
 73 39  24     5.67          17.59            1.49        27.61     81.65    444.85            7.57        7.76     Wheat                        6.48
133 37  61     5.01          28.60            1.26        12.33     32.27   1407.88            5.68       17.50     Wheat                        7.56
 90 73  36     6.60          50.17            0.96        16.21     78.51    815.98           10.02        6.54 Sugarcane                       75.68
154 15 130     6.47          61.02            0.84        21.93     59.40   2795.40            8.12       16.93     Wheat                       10.88
174 29  91     4.82          61.44            0.62        34.28     70.41    610.00            9.22       11.54    Cotton                        6.22
100 95 123     6.44          41.00            0.75        15.61     38.76   1065.52            5.05        9.17    Cotton                        8.85
136 95 113     6.57          30.61            1.00        36.45     70.05   1995.68            7.96        6.64      Rice                        9.87
 79 66  29     6.86          61.04            0.36        20.17     43.81    858.42            6.11        9.65     Maize                       10.36
 94 72  35     8.10          54.33            0.76        17.62     37.04    580.58            4.18       12.11 Sugarcane                       73.40
128 55  61     8.14          44.36            0.94        22.28     38.08   1264.78            9.10       13.08     Wheat                        6.78
 61 58  22     6.59          56.73            1.09        26.61     48.00   2538.65           10.85        2.30 Sugarcane                       76.60
170 18 140     7.67          37.94            1.27        32.02     89.50   1742.95            9.10       11.89 Sugarcane                       73.74
 87 91  43     5.09          20.61            0.32        24.31     33.26   2164.29            4.59       16.17     Wheat                        8.32
157 82  38     6.61          61.91            0.68        34.54     49.85   1012.54            8.41        8.26     Maize                        9.09
171 21  94     7.11          41.70            0.64        34.56     61.50   2532.32            9.80        5.26    Potato                       25.30
141 60  59     6.72          49.76            0.98        10.05     42.41   1701.92            5.13       12.89    Cotton                        8.20
 97 23  65     5.58          34.61            0.91        33.75     87.70   1184.72           10.87        2.93 Sugarcane                       72.02
 69 47  59     5.01          21.79            0.40        23.28     57.63   1937.75            8.37       16.86     Wheat                        6.88
173 47  81     6.11          28.59            1.29        39.01     71.56   1317.37           10.87        9.72     Wheat                        8.72
161 98  37     7.00          17.18            1.19        34.61     51.60    993.10            8.41       12.25 Sugarcane                       74.59
119 18 101     8.17          19.38            1.37        21.52     41.65   2216.93            8.68        6.99    Potato                       24.84
 57 79 127     5.60          25.25            0.44        29.04     48.22    569.35            9.32        8.31    Cotton                        7.70
125 48  31     7.92          43.05            0.96        15.83     46.78   1959.77            9.63       10.81    Cotton                        7.22
 60 99 123     5.03          64.64            1.08        18.71     80.85   1613.49           10.15       17.78    Potato                       24.16
 32 93 107     7.97          57.19            0.36        16.06     30.89   1583.92            9.26       12.94    Potato                       23.73
165 78 134     7.63          19.29            1.55        32.53     83.62   1156.25            7.22       16.89     Maize                        8.53
 53 39  52     4.87          57.12            1.33        10.25     53.57    987.54            5.78       17.24 Sugarcane                       73.32
 44 69 137     5.81          41.82            0.62        22.22     67.01   2025.74            6.78       14.28     Wheat                        7.20
 74 23  99     4.97          48.02            1.12        35.13     78.33   2327.16           10.44        1.70    Cotton                        7.59
 37 31  31     8.18          21.49            0.49        31.27     57.66   1265.62           10.04        5.60 Sugarcane                       74.15
100 35 114     6.25          34.77            1.44        22.65     35.56    660.52            6.54       14.72     Maize                       10.69
137 74  72     7.05          59.21            0.43        28.99     62.50    353.74            6.96        1.23    Cotton                        6.81
144 27  32     5.60          36.27            1.48        22.95     37.29   1749.38            6.06        9.25     Wheat                        7.54
132 17 141     7.97          21.36            1.38        35.32     79.48    925.06            8.35       14.03     Wheat                        8.52
154 82 121     5.73          30.55            0.92        27.18     68.87   1332.24            6.52       16.83    Cotton                        9.56
 86 18  77     5.68          26.08            1.15        28.98     65.53   1693.19            9.62        8.50      Rice                        8.41
 59 21  23     5.87          49.34            0.62        39.66     30.02   2108.94            7.33       15.10    Cotton                        7.21
175 40  85     6.37          60.55            0.80        33.10     87.60   1358.86            5.54        8.76     Maize                       12.21
143 89 134     4.86          51.67            0.58        18.58     37.82   2056.34            7.12        3.42 Sugarcane                       74.89
146 38  55     6.83          57.18            0.99        33.19     41.01   2583.88            9.15        8.77 Sugarcane                       77.00
 89 24  42     4.91          55.29            0.71        37.85     89.17    993.37            7.18        8.51     Wheat                        8.36
127 27  38     6.63          15.73            0.76        18.85     35.37   2042.35            8.00        9.92    Potato                       26.50
155 58  59     6.36          21.22            0.88        34.52     74.50   1059.95           10.40       16.82    Cotton                        7.54
123 53  91     5.62          36.17            1.43        17.13     35.70    469.93            8.99       11.51     Maize                        8.26
163 33  77     5.92          20.60            1.01        23.02     73.97    506.88           10.98        2.53    Cotton                        7.18
151 65 126     7.20          51.75            1.35        30.71     83.36   2055.91            4.54        8.32    Potato                       28.03
137 33  37     4.83          18.51            1.40        17.31     50.98    673.22            9.25        8.75    Cotton                        4.49
 33 90  55     5.88          35.81            0.62        15.62     48.74   2791.32            9.13       15.04      Rice                        9.64
122 66 148     7.11          34.61            1.31        23.88     85.98   1658.99            4.76        9.79    Cotton                        9.04
 35 61  20     5.32          42.17            1.14        33.50     34.48   1081.23           10.76        8.35    Cotton                        7.36
 61 44  83     6.71          46.47            0.96        27.88     50.85   1813.12            9.92        3.29     Maize                       13.12
135 60  81     5.37          62.35            0.42        31.04     69.18    525.27            7.58       14.26     Wheat                        6.53
175 90 129     5.33          28.56            1.04        30.68     71.25    432.05            5.54       14.12 Sugarcane                       75.44
 44 35  94     7.43          48.30            0.50        26.33     57.18   1642.71            5.30        4.41 Sugarcane                       75.79
151 89  35     5.71          16.75            1.36        19.47     81.22    748.34            4.89       12.23      Rice                        9.72
125 62  36     6.08          15.05            1.52        22.65     80.94    481.38            5.35        2.43 Sugarcane                       73.05
 35 76  43     7.28          16.27            0.92        21.42     79.02   1869.82           10.47       10.82    Cotton                        6.61
141 72 117     5.41          37.45            0.87        12.37     40.25   1422.33            8.44       10.23     Maize                       10.53
149 32 149     6.61          42.75            0.94        36.95     68.80   1542.70            4.87        3.12    Potato                       29.30
152 73  33     7.92          15.31            0.39        29.26     81.06   2210.85           10.45       12.26    Cotton                        7.46
 96 62 131     6.68          34.82            0.61        35.72     35.66   2020.19            4.38        2.48    Potato                       24.31
135 77  85     4.97          17.04            1.52        33.28     44.68   2313.71            6.86       14.82    Cotton                        8.36
168 26 101     6.80          47.66            0.75        12.05     88.68    521.07            9.20        3.58    Cotton                        6.49
 72 48 112     5.11          46.56            1.07        16.49     57.71    505.63            9.75        8.25     Maize                        9.54
174 75  91     5.76          54.21            1.14        38.52     61.81   1742.76            9.90       15.46      Rice                        9.71
125 67 120     7.69          42.31            1.44        23.86     51.02   2607.24           10.62        2.10     Wheat                       10.77
161 39  68     4.84          46.15            0.61        34.36     53.53   2165.43            5.88       14.62     Wheat                        6.06
110 76 109     5.06          28.97            1.46        27.26     83.67   2053.37            6.68       13.70     Wheat                        8.00
 70 18  56     6.04          19.27            0.81        34.71     42.55   1185.01            8.44        5.96 Sugarcane                       73.75
162 27  89     8.20          51.87            1.50        32.04     46.75   1722.85           10.14       16.23    Potato                       22.22
 64 56  52     5.79          45.59            0.83        18.39     60.04   2040.38            8.21       16.55     Maize                        9.52
 51 63  47     5.33          61.92            0.44        39.74     48.63   1563.47            5.90       13.44     Maize                       11.81
179 92 107     6.67          64.46            0.37        24.72     83.56    876.57            9.61       15.06     Maize                       12.99
141 70  23     6.57          57.36            1.56        27.55     67.98   1997.27           10.31        3.47    Potato                       26.56
 40 61  85     6.33          64.28            0.46        26.21     60.22   1588.07            4.06        8.52     Wheat                        8.87
 32 22  96     8.02          47.37            1.00        36.56     66.24    924.87            4.04       17.49    Cotton                        3.96
166 69 129     5.75          19.60            0.99        18.40     31.19   1619.44           10.68        2.63    Cotton                       10.39
 89 32  68     5.80          19.49            0.82        11.85     74.51   1157.18            7.90        8.07     Maize                        8.05
105 49 147     5.28          55.36            0.84        22.84     50.13    466.84            4.62       17.35    Potato                       25.52
116 95  54     7.17          26.84            0.92        37.55     66.49   1480.86            6.50       10.96     Wheat                        8.90
 43 46  93     5.89          18.05            0.43        23.18     79.93   2722.04            7.97        1.49     Maize                       10.09
 47 38  88     7.53          38.61            1.33        18.33     50.73    922.91            8.38       15.49     Wheat                        6.38
142 21  53     8.10          30.73            0.79        28.55     32.22   1402.52            5.14        6.49    Cotton                        4.74
102 27 143     4.95          44.41            0.62        32.13     30.06   2353.63            9.88        1.61 Sugarcane                       75.40
 52 83 130     8.18          45.01            0.71        23.88     81.59   2674.56            7.81       15.13    Cotton                        7.00
112 56  51     5.66          49.08            1.10        21.40     62.79    439.71            7.68       13.68 Sugarcane                       72.10
154 45  35     6.23          43.82            1.31        20.94     69.03   2174.21            7.79       10.03      Rice                       10.32
 98 88  87     7.44          34.05            0.50        22.64     65.81   1104.73            4.44        7.17    Potato                       23.88
 76 40  73     7.06          16.18            1.07        35.28     40.14    568.37            9.27       13.89     Wheat                        7.44
145 90 143     7.45          60.25            0.85        24.48     32.29   2189.33            4.56       11.17    Potato                       25.87
 59 46 131     6.39          31.35            1.42        19.43     44.59   1477.43            7.24        5.00      Rice                        9.92
 54 66  79     7.91          40.36            1.53        15.47     89.45    817.72            8.12       15.95     Wheat                        7.22
141 34  97     7.49          42.85            1.18        18.48     55.07   2093.58            5.48       10.08     Maize                       11.26
 54 54  95     5.85          30.74            1.07        23.88     85.50    852.74            7.38       15.59    Potato                       23.57
103 73  79     8.02          30.42            1.31        26.43     45.62   1873.10            6.01        2.41     Wheat                        8.25
 87 91 104     8.07          28.04            0.94        28.64     72.92   1135.66            8.97        4.90 Sugarcane                       74.97
123 28 131     6.21          27.17            0.37        12.14     31.56    867.32            7.74        6.34      Rice                       10.74
148 58  99     7.02          16.52            1.21        28.40     30.79    399.24            4.65       15.37     Wheat                        8.92
156 96 137     7.57          62.90            1.05        20.56     57.95    691.07            8.20       15.82     Maize                       10.26
 54 62  21     7.58          44.76            0.50        17.71     68.95   2636.53            4.95       14.11    Potato                       24.42
107 57  42     4.85          20.40            0.58        19.93     87.73   1426.56            4.02       10.90    Cotton                        7.07
128 30  65     6.94          44.60            0.60        33.53     31.78   2412.51            5.02        8.74     Wheat                        9.31
145 49  92     8.11          26.61            1.25        34.10     89.27   2201.35            4.03        2.61    Cotton                        7.04
 77 67  73     5.59          30.53            0.97        13.11     58.31   2030.31           10.92       12.14      Rice                       10.01
